N,P,K,temperature,humidity,ph,rainfall,label
21.0,97.0,16.0,16.16,65.96,6.05,33.58,lentil
18.0,14.0,23.0,25.29,49.93,6.2,118.39,mango
114.0,35.0,30.0,24.44,66.86,6.16,175.2,coffee
16.0,20.0,14.0,14.24,91.84,7.23,104.7,orange
104.0,15.0,49.0,29.18,92.6,6.17,31.85,muskmelon
14.0,132.0,196.0,21.43,90.84,5.57,127.06,apple
18.0,16.0,25.0,24.89,49.12,5.68,177.18,mango
23.0,17.0,16.0,14.33,97.03,7.18,108.16,orange
19.0,18.0,24.0,21.63,94.14,6.56,109.19,pomegranate
21.0,94.0,60.0,22.04,21.76,6.24,61.75,chickpea
25.0,123.0,33.0,21.27,22.54,5.58,100.34,kidneybeans
42.0,57.0,24.0,25.4,74.81,6.4,151.56,blackgram
21.0,19.0,8.0,14.93,92.94,7.17,106.51,orange
28.0,15.0,30.0,26.98,93.6,7.76,145.0,coconut
17.0,15.0,23.0,27.88,50.35,4.71,139.53,mango
77.0,31.0,38.0,24.33,86.33,5.89,170.9,rice
61.0,57.0,38.0,25.3,83.12,6.28,232.01,rice
125.0,49.0,21.0,24.4,78.44,7.66,65.27,cotton
40.0,75.0,97.0,23.28,19.58,6.71,73.09,chickpea
20.0,18.0,23.0,31.36,52.33,4.75,142.98,mango
121.0,49.0,16.0,26.81,78.86,6.77,91.42,cotton
110.0,9.0,54.0,25.51,89.79,6.72,33.76,muskmelon
97.0,10.0,54.0,26.77,91.82,6.53,22.91,muskmelon
24.0,18.0,17.0,28.99,47.73,6.59,105.71,mango
22.0,22.0,16.0,19.33,90.74,6.6,114.45,pomegranate
24.0,117.0,30.0,21.3,18.88,6.75,127.01,kidneybeans
5.0,127.0,195.0,21.32,91.46,6.33,101.92,apple
23.0,23.0,21.0,12.28,81.09,6.15,77.57,grapes
102.0,25.0,34.0,23.85,68.96,6.48,184.04,coffee
113.0,54.0,22.0,25.75,82.02,5.84,68.77,cotton
95.0,10.0,53.0,31.71,93.94,6.06,40.89,muskmelon
12.0,108.0,30.0,18.21,20.96,6.16,116.72,kidneybeans
45.0,68.0,76.0,15.39,17.8,6.42,61.39,chickpea
70.0,38.0,41.0,20.16,83.22,5.82,199.12,rice
1.0,137.0,200.0,22.55,94.37,5.81,101.22,apple
24.0,19.0,32.0,25.0,96.43,7.67,196.18,coconut
47.0,63.0,22.0,25.66,65.67,5.79,150.8,blackgram
22.0,23.0,19.0,20.24,81.07,6.15,68.01,grapes
18.0,85.0,35.0,16.08,69.32,7.33,53.64,lentil
103.0,9.0,53.0,26.09,86.0,6.89,54.9,watermelon
23.0,17.0,16.0,28.65,48.3,6.92,163.03,mango
22.0,24.0,18.0,13.5,81.78,7.17,65.89,grapes
107.0,84.0,65.0,30.37,81.42,5.43,177.15,banana
24.0,19.0,17.0,11.99,82.28,6.08,69.67,grapes
31.0,72.0,24.0,25.61,15.44,5.22,170.69,pigeonpeas
26.0,21.0,30.0,29.37,95.86,7.23,199.57,coconut
35.0,74.0,82.0,16.54,18.43,6.42,88.1,chickpea
100.0,10.0,54.0,24.12,91.65,6.15,64.58,watermelon
55.0,61.0,52.0,37.15,96.45,7.37,168.43,papaya
48.0,59.0,46.0,37.08,96.7,6.96,166.24,papaya
12.0,126.0,198.0,22.92,94.3,6.88,115.01,apple
31.0,73.0,21.0,25.03,67.03,6.5,102.32,blackgram
106.0,11.0,53.0,31.72,94.71,6.25,37.0,muskmelon
18.0,21.0,18.0,8.78,80.01,5.7,80.85,grapes
88.0,40.0,56.0,26.83,71.27,6.44,182.17,jute
69.0,49.0,57.0,30.23,77.87,7.27,154.7,jute
24.0,15.0,18.0,25.13,47.04,5.83,99.64,mango
23.0,82.0,20.0,21.95,64.09,7.25,43.41,lentil
83.0,52.0,45.0,31.3,70.36,6.55,222.89,jute
15.0,106.0,18.0,18.28,19.11,6.5,144.08,kidneybeans
23.0,55.0,25.0,31.93,84.78,6.85,132.95,mungbean
99.0,16.0,47.0,27.67,87.33,6.51,31.26,muskmelon
44.0,71.0,29.0,28.72,66.75,7.15,171.76,blackgram
17.0,97.0,26.0,15.38,66.15,7.16,37.09,lentil
97.0,16.0,46.0,30.95,88.43,6.23,42.38,muskmelon
64.0,48.0,60.0,21.12,85.18,6.82,261.12,rice
32.0,54.0,22.0,28.64,91.75,7.46,121.53,mungbean
87.0,48.0,45.0,25.86,83.25,6.75,215.9,jute
19.0,46.0,22.0,31.6,91.32,6.47,135.82,mungbean
11.0,95.0,25.0,16.5,61.04,5.75,34.55,lentil
51.0,56.0,45.0,33.53,96.59,6.78,147.19,papaya
19.0,25.0,23.0,23.36,96.23,5.71,122.74,pomegranate
22.0,98.0,20.0,17.04,63.4,6.45,43.32,lentil
105.0,16.0,49.0,29.91,89.7,6.97,55.43,watermelon
97.0,45.0,45.0,26.39,86.5,6.55,269.37,rice
17.0,17.0,25.0,18.92,90.69,6.68,161.02,pomegranate
95.0,13.0,54.0,33.96,94.56,6.88,40.3,muskmelon
106.0,32.0,49.0,24.88,56.36,6.1,120.82,maize
21.0,15.0,17.0,18.6,91.63,6.5,104.34,pomegranate
20.0,87.0,16.0,22.28,17.75,5.3,178.77,pigeonpeas
105.0,51.0,21.0,23.44,84.65,5.85,95.4,cotton
117.0,51.0,19.0,24.65,84.31,7.61,98.3,cotton
16.0,16.0,24.0,31.97,50.75,6.0,167.06,mango
87.0,90.0,48.0,30.4,74.23,5.16,187.49,banana
95.0,18.0,50.0,29.74,94.55,6.16,26.62,muskmelon
35.0,73.0,32.0,25.81,15.8,5.8,132.77,pigeonpeas
69.0,48.0,57.0,27.12,70.23,6.53,199.89,jute
109.0,46.0,23.0,25.89,81.97,6.92,74.47,cotton
98.0,78.0,56.0,29.04,73.66,5.81,134.34,banana
15.0,101.0,22.0,23.33,64.54,6.94,34.84,lentil
65.0,59.0,41.0,31.87,87.16,6.99,223.5,jute
21.0,18.0,18.0,18.24,91.05,6.99,104.75,pomegranate
21.0,131.0,15.0,21.27,18.24,6.83,149.6,kidneybeans
29.0,61.0,64.0,18.39,20.42,6.47,75.63,chickpea
96.0,13.0,46.0,26.86,90.61,6.87,50.9,muskmelon
26.0,57.0,18.0,30.38,54.2,3.8,73.19,mothbeans
44.0,57.0,33.0,28.55,65.46,6.89,119.3,blackgram
27.0,50.0,16.0,26.54,49.67,5.27,88.89,mothbeans
18.0,23.0,18.0,12.6,80.54,7.37,70.82,grapes
85.0,42.0,42.0,18.91,72.55,6.03,62.95,maize
15.0,17.0,22.0,12.56,83.34,6.93,76.62,grapes
102.0,15.0,50.0,26.82,87.11,6.64,59.8,watermelon
125.0,48.0,16.0,28.58,84.53,5.93,83.48,cotton
96.0,41.0,34.0,21.14,87.62,6.43,165.17,rice
28.0,64.0,20.0,26.71,47.07,5.88,91.27,mothbeans
14.0,139.0,202.0,22.18,91.97,5.88,104.71,apple
112.0,31.0,27.0,23.08,65.51,6.55,215.08,coffee
96.0,18.0,53.0,26.94,82.87,6.59,62.76,watermelon
108.0,84.0,64.0,28.88,78.0,6.95,164.21,banana
24.0,16.0,18.0,31.64,51.83,5.33,106.33,mango
24.0,45.0,28.0,25.28,91.14,7.28,129.76,mungbean
19.0,15.0,32.0,28.59,91.63,6.94,160.89,coconut
103.0,82.0,58.0,30.3,73.18,6.67,170.56,banana
129.0,54.0,19.0,26.61,79.66,7.74,101.32,cotton
25.0,24.0,11.0,10.04,92.37,6.42,117.8,orange
32.0,63.0,22.0,28.56,72.92,5.2,105.44,blackgram
61.0,33.0,50.0,20.57,83.19,6.77,153.49,rice
99.0,33.0,28.0,27.61,65.64,6.79,158.5,coffee
58.0,59.0,49.0,36.89,94.63,7.47,130.74,papaya
16.0,18.0,24.0,30.05,55.22,5.04,113.72,mango
91.0,34.0,33.0,18.98,68.21,7.03,76.5,maize
13.0,110.0,22.0,20.7,18.38,5.82,140.45,kidneybeans
30.0,55.0,19.0,27.76,55.58,4.57,59.63,mothbeans
99.0,14.0,46.0,27.89,87.08,6.4,23.89,muskmelon
106.0,31.0,49.0,21.52,57.03,6.47,75.68,maize
19.0,63.0,24.0,29.77,49.57,6.02,51.41,mothbeans
97.0,11.0,54.0,24.43,90.76,6.52,52.25,watermelon
103.0,33.0,30.0,26.63,62.58,6.59,226.07,coffee
24.0,16.0,17.0,14.74,92.89,6.78,115.58,orange
22.0,16.0,25.0,22.93,90.04,5.87,112.57,pomegranate
18.0,17.0,29.0,27.02,97.98,5.52,93.19,coconut
23.0,98.0,15.0,21.95,64.18,6.63,59.21,lentil
25.0,18.0,28.0,29.33,96.58,5.37,121.76,coconut
110.0,34.0,33.0,26.99,69.8,6.7,225.11,coffee
83.0,83.0,51.0,29.48,78.08,5.31,120.67,banana
3.0,141.0,204.0,21.7,90.57,5.58,118.25,apple
106.0,81.0,59.0,31.28,81.02,5.66,195.25,banana
101.0,12.0,47.0,27.51,85.48,6.66,40.47,watermelon
22.0,53.0,28.0,25.95,56.67,6.85,62.38,mothbeans
79.0,44.0,51.0,25.07,70.35,6.95,214.85,jute
63.0,55.0,56.0,29.8,74.05,7.03,151.07,jute
46.0,67.0,17.0,28.38,70.54,6.98,147.18,blackgram
121.0,50.0,19.0,24.46,82.2,7.58,68.32,cotton
50.0,59.0,15.0,31.98,64.22,6.67,113.25,blackgram
2.0,135.0,198.0,22.71,92.26,6.15,103.36,apple
22.0,19.0,32.0,25.49,97.8,5.42,117.61,coconut
15.0,89.0,26.0,15.24,60.8,6.34,72.43,lentil
17.0,132.0,198.0,23.57,91.87,5.53,111.71,apple
108.0,27.0,28.0,27.24,60.8,6.54,214.89,coffee
20.0,52.0,24.0,26.19,47.27,6.07,81.28,mothbeans
106.0,10.0,48.0,29.59,83.46,6.63,57.79,watermelon
23.0,22.0,17.0,20.96,95.92,6.45,153.66,pomegranate
98.0,13.0,48.0,26.11,82.94,6.43,69.5,watermelon
103.0,15.0,55.0,33.09,94.4,6.14,22.49,muskmelon
8.0,136.0,199.0,23.37,90.2,6.15,111.47,apple
1.0,145.0,196.0,23.05,91.26,6.09,119.38,apple
44.0,68.0,22.0,31.61,60.33,5.76,169.08,blackgram
17.0,51.0,28.0,28.34,91.95,7.08,107.41,mungbean
98.0,34.0,34.0,24.88,60.92,6.46,215.62,coffee
98.0,10.0,50.0,28.21,91.86,6.44,55.55,watermelon
58.0,68.0,98.0,24.95,19.69,7.17,78.48,chickpea
27.0,102.0,30.0,19.37,20.87,6.89,116.6,kidneybeans
33.0,52.0,16.0,28.15,89.56,7.23,149.46,mungbean
30.0,97.0,23.0,22.39,21.69,5.89,139.12,pigeonpeas
36.0,63.0,91.0,17.86,17.46,6.67,66.62,chickpea
21.0,12.0,23.0,26.48,56.22,6.14,129.27,mango
102.0,44.0,31.0,25.08,65.87,5.66,95.83,maize
97.0,35.0,47.0,27.32,80.34,6.55,194.6,rice
44.0,96.0,78.0,21.07,19.05,6.51,85.13,chickpea
26.0,18.0,30.0,29.36,97.22,6.02,119.35,coconut
120.0,51.0,25.0,27.51,84.83,6.49,71.18,cotton
34.0,69.0,23.0,27.22,71.75,7.41,109.5,blackgram
24.0,16.0,19.0,20.07,92.98,6.42,151.89,pomegranate
67.0,36.0,39.0,24.2,84.32,5.94,241.78,rice
19.0,16.0,18.0,25.4,54.75,6.87,99.04,mango
12.0,140.0,18.0,21.95,23.86,6.69,132.97,kidneybeans
18.0,18.0,12.0,10.12,95.35,7.27,107.09,orange
37.0,87.0,71.0,18.06,20.31,6.26,89.92,chickpea
19.0,21.0,24.0,18.41,93.07,6.16,150.83,pomegranate
17.0,16.0,17.0,18.73,81.48,5.54,83.88,grapes
33.0,50.0,17.0,28.7,83.27,6.97,148.25,mungbean
69.0,45.0,39.0,26.42,69.57,7.05,115.62,maize
20.0,67.0,89.0,21.66,21.73,6.79,97.54,chickpea
49.0,64.0,52.0,37.99,93.27,7.25,135.13,papaya
17.0,15.0,17.0,29.95,52.28,5.53,114.19,mango
17.0,20.0,18.0,19.6,97.67,5.82,178.73,pomegranate
65.0,37.0,46.0,23.54,55.1,7.02,53.53,maize
19.0,73.0,21.0,24.5,18.81,6.39,129.0,pigeonpeas
111.0,26.0,32.0,24.48,66.4,6.24,218.4,coffee
89.0,43.0,33.0,18.61,70.62,6.42,55.82,maize
89.0,55.0,43.0,26.73,73.21,7.15,155.89,jute
13.0,108.0,33.0,21.0,23.45,6.64,129.86,kidneybeans
19.0,18.0,33.0,28.46,91.94,6.6,160.58,coconut
19.0,24.0,17.0,12.19,93.05,7.4,114.3,orange
17.0,59.0,24.0,30.04,50.09,5.07,70.27,mothbeans
111.0,32.0,27.0,23.73,64.44,6.45,166.9,coffee
15.0,15.0,25.0,17.22,81.83,6.44,70.33,grapes
13.0,132.0,195.0,21.75,91.55,6.43,105.18,apple
90.0,53.0,58.0,25.6,74.92,7.43,163.52,jute
62.0,54.0,50.0,27.97,76.01,7.36,159.05,jute
98.0,30.0,27.0,25.31,58.32,6.74,152.76,coffee
36.0,60.0,26.0,30.59,61.55,7.36,159.63,blackgram
21.0,22.0,20.0,8.4,80.32,6.58,79.38,grapes
4.0,135.0,203.0,21.33,93.97,5.77,124.24,apple
84.0,34.0,30.0,20.41,74.52,7.1,145.96,maize
48.0,91.0,86.0,16.52,21.01,6.42,64.12,chickpea
22.0,114.0,31.0,21.28,20.86,6.03,118.13,kidneybeans
31.0,72.0,26.0,25.58,64.76,5.7,139.81,blackgram
19.0,70.0,19.0,25.38,17.4,6.13,101.68,pigeonpeas
47.0,63.0,67.0,23.56,15.82,6.92,63.96,chickpea
22.0,17.0,17.0,10.7,93.21,6.11,110.9,orange
18.0,52.0,15.0,27.2,52.5,5.67,83.17,mothbeans
32.0,57.0,23.0,29.18,70.68,5.45,105.97,blackgram
19.0,21.0,23.0,22.7,93.19,7.22,139.14,pomegranate
113.0,30.0,29.0,23.88,69.53,6.21,169.09,coffee
70.0,42.0,53.0,21.83,80.77,5.93,174.18,rice
105.0,14.0,50.0,28.41,89.68,6.31,35.33,muskmelon
26.0,77.0,25.0,21.38,20.44,5.37,106.8,pigeonpeas
24.0,16.0,15.0,21.97,90.89,6.01,133.09,pomegranate
119.0,48.0,23.0,29.06,80.22,7.84,63.88,cotton
19.0,52.0,29.0,28.52,82.83,7.01,134.02,mungbean
13.0,139.0,195.0,22.02,92.06,5.65,107.08,apple
86.0,74.0,45.0,27.11,79.49,6.59,120.25,banana
19.0,21.0,38.0,26.16,92.24,7.92,97.35,coconut
25.0,21.0,23.0,9.17,80.8,6.97,73.63,grapes
95.0,77.0,58.0,30.56,74.81,6.11,170.87,banana
51.0,61.0,49.0,35.41,95.44,7.33,167.53,papaya
51.0,94.0,85.0,15.89,17.9,5.63,70.38,chickpea
32.0,49.0,18.0,26.34,89.69,6.55,176.72,mungbean
81.0,32.0,35.0,27.87,57.85,6.5,111.82,maize
33.0,56.0,15.0,27.24,86.22,6.5,119.96,mungbean
21.0,25.0,13.0,13.57,96.34,6.74,117.14,orange
31.0,58.0,31.0,25.06,63.5,6.13,138.78,blackgram
97.0,12.0,48.0,34.16,93.53,6.58,38.21,muskmelon
109.0,9.0,45.0,29.27,82.8,6.15,40.66,watermelon
40.0,57.0,15.0,26.43,70.47,6.98,122.18,blackgram
19.0,23.0,10.0,14.42,94.49,6.91,117.5,orange
100.0,32.0,48.0,23.48,71.35,6.4,114.36,maize
28.0,78.0,16.0,24.2,21.22,5.77,117.31,pigeonpeas
7.0,138.0,201.0,21.88,90.75,6.05,112.46,apple
41.0,62.0,18.0,28.71,67.88,5.51,133.89,blackgram
40.0,70.0,25.0,27.38,65.97,5.07,125.17,blackgram
49.0,61.0,44.0,35.52,89.4,6.63,125.61,papaya
21.0,17.0,17.0,10.5,95.25,7.19,107.1,orange
24.0,86.0,17.0,26.58,20.04,6.17,166.28,pigeonpeas
99.0,78.0,50.0,31.02,79.0,6.1,160.96,banana
22.0,24.0,23.0,18.25,92.71,6.3,131.01,pomegranate
26.0,79.0,89.0,17.47,19.12,6.63,58.13,chickpea
29.0,59.0,23.0,27.8,91.54,7.03,129.82,mungbean
24.0,52.0,18.0,30.63,91.67,6.55,149.48,mungbean
40.0,71.0,65.0,21.3,14.43,6.77,65.88,chickpea
9.0,142.0,198.0,22.15,94.55,6.76,119.95,apple
10.0,140.0,198.0,22.48,94.58,6.93,127.81,apple
10.0,128.0,22.0,19.02,18.08,6.31,142.56,kidneybeans
112.0,17.0,49.0,30.36,92.42,6.7,51.17,muskmelon
32.0,73.0,19.0,23.53,20.15,5.12,146.14,pigeonpeas
24.0,47.0,15.0,31.28,49.7,6.37,99.97,mothbeans
99.0,10.0,47.0,26.37,88.54,6.44,63.28,watermelon
107.0,13.0,46.0,34.43,85.99,6.85,20.01,muskmelon
32.0,71.0,32.0,20.09,18.09,6.54,174.78,pigeonpeas
18.0,20.0,18.0,10.45,95.46,7.44,106.01,orange
67.0,57.0,43.0,23.07,85.19,5.57,174.94,rice
54.0,64.0,51.0,36.15,96.84,7.19,173.77,papaya
21.0,68.0,18.0,20.89,14.99,6.04,119.67,pigeonpeas
25.0,77.0,90.0,15.71,14.64,6.1,97.09,chickpea
17.0,22.0,23.0,13.77,83.73,6.31,78.57,grapes
50.0,79.0,62.0,24.58,21.54,6.83,99.57,chickpea
24.0,18.0,10.0,14.79,93.67,6.31,114.14,orange
44.0,68.0,27.0,26.26,65.67,5.26,153.93,blackgram
110.0,44.0,18.0,27.69,77.18,7.29,65.47,cotton
16.0,21.0,16.0,20.65,84.54,6.9,83.52,grapes
10.0,143.0,198.0,22.96,93.54,6.67,116.92,apple
109.0,49.0,24.0,28.9,80.87,6.63,65.22,cotton
25.0,96.0,26.0,24.95,16.02,5.89,109.88,pigeonpeas
15.0,49.0,28.0,27.11,82.95,7.19,160.6,mungbean
102.0,11.0,50.0,25.79,86.18,6.18,47.12,muskmelon
20.0,20.0,31.0,27.47,93.49,5.81,162.55,coconut
127.0,46.0,20.0,26.65,76.94,7.32,114.18,cotton
93.0,82.0,62.0,31.05,75.72,5.42,177.51,banana
3.0,125.0,196.0,21.67,90.17,6.25,109.42,apple
90.0,58.0,57.0,26.42,85.02,7.28,217.83,jute
22.0,16.0,19.0,8.25,80.17,6.47,70.96,grapes
100.0,83.0,50.0,27.27,80.35,6.52,132.91,banana
78.0,45.0,56.0,24.44,83.98,6.66,223.13,jute
26.0,19.0,32.0,28.62,94.0,6.71,164.11,coconut
49.0,65.0,22.0,31.39,60.37,6.45,141.17,blackgram
13.0,128.0,19.0,19.57,23.37,5.81,125.39,kidneybeans
102.0,82.0,51.0,25.18,79.5,5.43,183.45,banana
23.0,100.0,33.0,19.85,65.42,7.34,70.5,lentil
112.0,8.0,52.0,30.48,86.7,6.82,32.91,muskmelon
112.0,31.0,33.0,27.44,58.89,6.85,169.48,coffee
53.0,62.0,52.0,37.13,92.06,6.89,136.99,papaya
83.0,87.0,51.0,31.8,73.18,6.92,109.1,banana
22.0,18.0,23.0,28.28,54.97,5.99,118.31,mango
49.0,66.0,26.0,25.13,60.01,7.03,106.57,blackgram
32.0,92.0,18.0,24.83,21.56,6.37,126.53,pigeonpeas
109.0,17.0,52.0,28.41,84.9,6.3,63.49,watermelon
129.0,53.0,24.0,26.22,81.24,6.63,64.66,cotton
25.0,82.0,74.0,22.29,19.22,6.94,84.62,chickpea
77.0,42.0,41.0,24.08,70.3,7.13,121.81,maize
82.0,89.0,48.0,29.96,72.68,5.22,150.89,banana
14.0,94.0,26.0,24.49,69.99,5.97,62.71,lentil
26.0,22.0,37.0,26.61,90.71,5.17,181.52,coconut
49.0,59.0,50.0,34.63,93.67,7.16,161.69,papaya
87.0,57.0,60.0,31.81,85.45,7.43,236.73,jute
19.0,24.0,19.0,13.02,82.2,6.54,77.64,grapes
81.0,83.0,54.0,27.43,80.62,6.71,102.23,banana
22.0,21.0,34.0,27.38,91.0,5.51,181.52,coconut
16.0,19.0,9.0,11.15,94.94,6.1,109.29,orange
127.0,53.0,18.0,25.0,82.93,7.86,106.75,cotton
22.0,64.0,25.0,26.41,48.88,4.56,54.65,mothbeans
109.0,13.0,50.0,24.88,83.4,6.58,69.55,watermelon
37.0,71.0,16.0,30.97,67.69,6.0,137.29,blackgram
110.0,10.0,52.0,27.52,88.95,6.98,28.57,muskmelon
77.0,38.0,44.0,18.03,67.39,6.21,129.42,maize
23.0,20.0,11.0,13.93,92.16,7.1,112.21,orange
22.0,54.0,22.0,30.77,55.32,4.91,66.66,mothbeans
92.0,38.0,50.0,26.08,85.96,6.21,211.78,rice
95.0,84.0,50.0,25.85,77.56,5.65,144.25,banana
13.0,138.0,203.0,22.21,93.61,6.53,128.9,apple
108.0,45.0,33.0,25.58,55.49,5.54,82.36,maize
85.0,34.0,58.0,25.02,83.35,5.71,269.1,rice
6.0,139.0,201.0,21.33,94.66,6.18,122.03,apple
105.0,90.0,59.0,31.56,80.27,6.69,156.91,banana
103.0,33.0,26.0,26.36,55.05,6.11,185.09,coffee
16.0,18.0,20.0,19.19,80.18,7.47,74.1,grapes
21.0,19.0,33.0,28.87,93.55,5.08,163.76,coconut
106.0,18.0,47.0,31.06,87.12,6.61,45.29,muskmelon
100.0,16.0,48.0,29.28,89.04,6.71,52.12,muskmelon
111.0,15.0,50.0,30.15,85.87,6.66,51.89,muskmelon
67.0,51.0,51.0,29.6,89.94,6.05,156.52,jute
57.0,60.0,51.0,37.22,94.4,7.01,156.29,papaya
20.0,25.0,37.0,26.46,94.33,5.95,171.94,coconut
26.0,41.0,17.0,29.36,84.08,6.86,154.49,mungbean
101.0,72.0,63.0,26.51,74.05,5.36,101.4,banana
23.0,15.0,32.0,25.53,90.19,7.47,189.53,coconut
15.0,108.0,29.0,18.87,21.57,5.9,133.1,kidneybeans
15.0,130.0,202.0,21.13,94.19,5.75,120.92,apple
25.0,22.0,31.0,26.9,97.66,5.19,171.72,coconut
18.0,11.0,17.0,28.0,54.93,4.88,149.38,mango
55.0,56.0,52.0,37.55,88.94,7.49,139.88,papaya
25.0,18.0,32.0,25.59,91.17,5.56,116.03,coconut
23.0,15.0,18.0,14.05,96.01,7.14,107.78,orange
57.0,100.0,62.0,22.61,16.97,6.17,87.71,chickpea
15.0,61.0,15.0,30.1,55.93,5.01,76.78,mothbeans
114.0,9.0,52.0,33.51,94.54,6.21,37.64,muskmelon
95.0,55.0,38.0,21.37,86.69,6.89,233.51,rice
21.0,93.0,29.0,18.86,62.11,6.77,73.92,lentil
55.0,57.0,53.0,34.12,92.12,6.61,155.16,papaya
71.0,59.0,54.0,28.25,89.38,7.35,201.2,jute
113.0,13.0,46.0,29.58,88.76,6.58,35.35,muskmelon
96.0,14.0,53.0,26.63,87.55,6.8,58.32,watermelon
16.0,143.0,201.0,21.56,93.91,6.93,117.41,apple
74.0,52.0,32.0,22.52,85.39,6.69,197.81,rice
89.0,57.0,57.0,26.24,86.42,5.63,174.24,rice
23.0,19.0,17.0,10.89,92.34,6.83,106.38,orange
110.0,14.0,54.0,32.83,86.81,6.8,42.46,muskmelon
19.0,79.0,34.0,20.99,20.11,5.22,178.5,pigeonpeas
22.0,23.0,18.0,19.04,88.03,6.4,135.24,pomegranate
20.0,19.0,21.0,8.78,82.53,7.24,69.27,grapes
104.0,30.0,32.0,25.36,57.15,6.51,240.68,coffee
99.0,73.0,50.0,30.85,75.27,5.98,194.11,banana
19.0,91.0,26.0,26.19,18.43,6.07,115.64,pigeonpeas
22.0,20.0,20.0,31.31,56.68,6.62,117.88,mango
26.0,127.0,17.0,19.16,19.86,5.87,125.75,kidneybeans
113.0,14.0,52.0,28.01,86.49,6.69,42.09,watermelon
1.0,138.0,204.0,23.83,94.99,5.92,117.26,apple
23.0,88.0,24.0,24.54,14.49,6.63,175.24,pigeonpeas
71.0,42.0,50.0,24.32,60.2,6.77,104.0,maize
34.0,95.0,27.0,24.91,16.28,6.26,136.45,pigeonpeas
15.0,128.0,204.0,22.93,91.15,5.74,118.83,apple
117.0,44.0,17.0,28.14,80.38,6.28,78.6,cotton
95.0,17.0,50.0,25.04,89.02,6.19,41.85,muskmelon
104.0,73.0,47.0,31.45,79.51,6.18,176.92,banana
22.0,123.0,25.0,18.28,18.54,6.4,117.05,kidneybeans
21.0,25.0,20.0,18.68,96.28,6.0,177.73,pomegranate
16.0,20.0,22.0,27.34,54.02,6.39,160.2,mango
19.0,19.0,14.0,14.07,92.38,6.32,113.34,orange
48.0,56.0,46.0,36.3,88.89,7.06,130.99,papaya
17.0,20.0,21.0,23.67,89.96,6.78,181.73,pomegranate
113.0,13.0,50.0,26.0,84.77,6.66,43.6,watermelon
13.0,127.0,204.0,21.81,91.22,5.95,117.32,apple
25.0,20.0,32.0,29.06,93.96,7.98,132.14,coconut
50.0,56.0,50.0,37.43,93.86,6.64,171.74,papaya
21.0,83.0,70.0,19.5,21.66,6.18,91.99,chickpea
102.0,17.0,53.0,29.71,89.9,6.66,65.7,watermelon
22.0,87.0,29.0,24.43,65.28,6.58,50.75,lentil
28.0,17.0,34.0,27.1,97.08,7.27,149.62,coconut
21.0,109.0,20.0,22.46,65.21,6.04,64.95,lentil
69.0,37.0,32.0,27.37,66.08,6.11,89.7,maize
15.0,136.0,24.0,19.87,22.56,5.73,124.36,kidneybeans
33.0,88.0,33.0,24.36,15.05,5.62,116.14,pigeonpeas
113.0,46.0,23.0,27.17,80.48,7.84,92.16,cotton
111.0,12.0,46.0,29.34,89.57,6.55,23.7,muskmelon
28.0,126.0,17.0,19.61,22.37,6.67,105.91,kidneybeans
17.0,100.0,33.0,18.93,69.62,6.33,57.05,lentil
21.0,17.0,24.0,19.55,90.26,6.46,149.89,pomegranate
108.0,15.0,51.0,26.43,89.45,6.36,37.35,muskmelon
115.0,52.0,18.0,26.08,81.15,5.95,116.89,cotton
70.0,45.0,40.0,26.18,78.98,6.3,158.73,jute
24.0,41.0,16.0,30.02,87.38,6.86,124.31,mungbean
124.0,47.0,20.0,29.3,80.52,6.36,86.14,cotton
18.0,90.0,21.0,21.45,68.51,6.72,68.39,lentil
103.0,34.0,30.0,27.12,67.6,6.82,222.22,coffee
102.0,28.0,27.0,23.86,64.61,6.92,200.89,coffee
78.0,50.0,59.0,28.17,89.81,6.76,161.59,jute
96.0,30.0,32.0,23.86,60.57,6.93,194.24,coffee
52.0,59.0,53.0,36.84,89.87,6.88,152.2,papaya
32.0,78.0,31.0,26.59,18.99,6.48,164.41,pigeonpeas
118.0,46.0,24.0,24.71,77.86,6.07,105.55,cotton
27.0,81.0,30.0,21.6,14.47,5.6,137.94,pigeonpeas
20.0,20.0,23.0,12.41,82.41,7.44,78.44,grapes
113.0,10.0,50.0,31.37,90.22,6.43,26.72,muskmelon
14.0,123.0,27.0,19.96,21.87,5.84,127.63,kidneybeans
77.0,57.0,40.0,24.11,87.84,6.09,243.31,rice
24.0,98.0,28.0,19.02,69.09,6.78,64.61,lentil
21.0,24.0,28.0,27.14,96.1,7.86,198.18,coconut
24.0,57.0,25.0,31.18,84.04,7.34,105.98,mungbean
88.0,59.0,44.0,25.48,73.27,7.18,150.6,jute
22.0,51.0,18.0,26.48,56.75,4.94,72.24,mothbeans
32.0,97.0,76.0,15.87,18.94,5.69,67.26,chickpea
101.0,8.0,54.0,27.52,84.98,6.15,64.89,watermelon
107.0,13.0,55.0,28.99,91.12,6.25,63.18,watermelon
27.0,47.0,27.0,28.66,83.17,6.37,153.69,mungbean
29.0,53.0,24.0,27.44,51.38,4.59,88.11,mothbeans
24.0,49.0,24.0,27.5,83.64,6.85,183.02,mungbean
81.0,42.0,36.0,24.95,72.2,7.06,53.96,maize
102.0,47.0,44.0,26.37,68.95,6.86,111.86,maize
81.0,88.0,54.0,29.12,73.39,5.01,124.53,banana
11.0,133.0,21.0,19.78,18.13,5.95,125.13,kidneybeans
